"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","age (years):ch1","mouse id:ch1","mouse strain:ch1","Sex:ch1","tissue:ch1"
"GSM7020586","genomic DNA from Liver from YoungHetRec4","GSM7020586","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Liver from YoungHetRec4","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec4","tissue: Liver","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020586/suppl/GSM7020586_204854860047_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020586/suppl/GSM7020586_204854860047_R05C02_Red.idat.gz","37554","0.666666667","YoungHetRec4","C57BL/6 WT","Female","Liver"
"GSM7020587","genomic DNA from Heart from YoungHetRec4","GSM7020587","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Heart from YoungHetRec4","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec4","tissue: Heart","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020587/suppl/GSM7020587_206787360004_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020587/suppl/GSM7020587_206787360004_R02C01_Red.idat.gz","37554","0.666666667","YoungHetRec4","C57BL/6 WT","Female","Heart"
"GSM7020588","genomic DNA from Fat from YoungHetRec4","GSM7020588","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Fat from YoungHetRec4","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec4","tissue: Fat","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020588/suppl/GSM7020588_206787360004_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020588/suppl/GSM7020588_206787360004_R03C01_Red.idat.gz","37554","0.666666667","YoungHetRec4","C57BL/6 WT","Female","Fat"
"GSM7020589","genomic DNA from Kidney from YoungHetRec4","GSM7020589","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Kidney from YoungHetRec4","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec4","tissue: Kidney","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020589/suppl/GSM7020589_206787360004_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020589/suppl/GSM7020589_206787360004_R06C01_Red.idat.gz","37554","0.666666667","YoungHetRec4","C57BL/6 WT","Female","Kidney"
"GSM7020590","genomic DNA from Brain from YoungHetRec4","GSM7020590","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Brain from YoungHetRec4","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec4","tissue: Brain","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020590/suppl/GSM7020590_206787360004_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020590/suppl/GSM7020590_206787360004_R02C02_Red.idat.gz","37554","0.666666667","YoungHetRec4","C57BL/6 WT","Female","Brain"
"GSM7020591","genomic DNA from Liver from YoungHetRec5","GSM7020591","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Liver from YoungHetRec5","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec5","tissue: Liver","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020591/suppl/GSM7020591_204854860047_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020591/suppl/GSM7020591_204854860047_R06C02_Red.idat.gz","37554","0.666666667","YoungHetRec5","C57BL/6 WT","Female","Liver"
"GSM7020592","genomic DNA from Brain from YoungHetRec5","GSM7020592","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Brain from YoungHetRec5","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec5","tissue: Brain","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020592/suppl/GSM7020592_206787360005_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020592/suppl/GSM7020592_206787360005_R01C01_Red.idat.gz","37554","0.666666667","YoungHetRec5","C57BL/6 WT","Female","Brain"
"GSM7020593","genomic DNA from Heart from YoungHetRec5","GSM7020593","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Heart from YoungHetRec5","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec5","tissue: Heart","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020593/suppl/GSM7020593_206787360005_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020593/suppl/GSM7020593_206787360005_R02C02_Red.idat.gz","37554","0.666666667","YoungHetRec5","C57BL/6 WT","Female","Heart"
"GSM7020594","genomic DNA from Fat from YoungHetRec5","GSM7020594","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Fat from YoungHetRec5","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec5","tissue: Fat","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020594/suppl/GSM7020594_206787360005_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020594/suppl/GSM7020594_206787360005_R03C02_Red.idat.gz","37554","0.666666667","YoungHetRec5","C57BL/6 WT","Female","Fat"
"GSM7020595","genomic DNA from Kidney from YoungHetRec5","GSM7020595","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Kidney from YoungHetRec5","Mus musculus","age (years): 0.666666667","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungHetRec5","tissue: Kidney","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young heterochronic recovery","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020595/suppl/GSM7020595_206787360005_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020595/suppl/GSM7020595_206787360005_R04C02_Red.idat.gz","37554","0.666666667","YoungHetRec5","C57BL/6 WT","Female","Kidney"
"GSM7020596","genomic DNA from Liver from YoungIso1","GSM7020596","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Liver from YoungIso1","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso1","tissue: Liver","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020596/suppl/GSM7020596_204854860049_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020596/suppl/GSM7020596_204854860049_R04C02_Red.idat.gz","37554","0.5","YoungIso1","C57BL/6 WT","Female","Liver"
"GSM7020597","genomic DNA from Brain from YoungIso1","GSM7020597","Public on Apr 21 2023","Feb 02 2023","Jul 03 2023","genomic","1","Brain from YoungIso1","Mus musculus","age (years): 0.5","mouse strain: C57BL/6 WT","Sex: Female","mouse id: YoungIso1","tissue: Brain","Parabiosis was carried out as previously described (Zhang et al., 2021). Female C57Bl/6 mice were pre-screened to minimize body size differences, and were randomly assigned to parabiosis pairs. Isochronic pairs consisted of two 3-month-old or 20-month-old mice and heterochronic pairs consisted of one 3-month-old mouse and one 20-month-old mouse. Pairs were surgically attached and maintained for 3 months. Following 3 months of parabiosis, a subset of mice were euthanized for analysis and another subset were surgically separated. Fascia and skin were sutured closed following separation, and mice were allowed to recover for 2 months, after which they were for euthanized for analysis.","This experiment was approved by the Duke University IACUC. C57Bl/6 mice were obtained from Jackson Laboratories and acclimated to our animal facility for at least 48 h before being subjected to any experimental manipulation. Aged C57Bl/6 mice for parabiosis experiments were obtained from the NIA aged rodent colony. Mice were maintained in a barrier facility in sterilized, ventilated cages and fed standard laboratory chow (LabDiet 5053) and reverse osmosis drinking water ad libitum and maintained on a 12h:12h light:dark cycle. Mice were generally housed socially. Mice were humanely euthanized at the conclusion of each experiment by CO2 exposure followed by cervical dislocation.","genomic DNA","DNA was isolated from whole blood using the DNeasy Blood and Tissue Kit (Qiagen) following the manufacturer’s protocol.","Cy3,Cy5","Standard Illumina protocol","10090","Standard Illumina protocol","Standard Illumina protocol","Young isochronic parabiosis","For mammalian microarray analysis, raw methylation data were first normalized and beta values were calculated using the SeSAMe R package.","GPL28271","Jesse,,Poganik","Medicine/Genetics","Brigham and Women's Hospital, Harvard Medical School","77 Avenue Louis Pasteur","Boston","MA","02115","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020597/suppl/GSM7020597_206787360001_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7020nnn/GSM7020597/suppl/GSM7020597_206787360001_R01C01_Red.idat.gz","37554","0.5","YoungIso1","C57BL/6 WT","Female","Brain"
